,CERCID,RESEARCHER,SITE,TREATMENT,ORDER,INGFIRST,COREL.L,INGROUP,SUM1,COREL.S,SELF,SUM2,HONEST,SEX,AGE,AGE.C,FAMILY,CHILDREN,FORMALED,HOUSEHOLD,NATLANG,MAT1,MAT1C,MAT2,MAT2C,MAT3,MAT3C,MAT4,MAT4C,MMAT,MMATc,BGLG1ST,HIGHGOD.BG,OMNI.BG,DIEPUN,DKDIEPUN,MBG,BGR1,BGR2,BGTHINK,BGPERF,BGPERFHO,BGFREQW,BGPUNISH,BGSTEAL,BGSTLIMP,BGLYING,BGLIEIMP,BGMURDER,BGMURDIMP,BGFEEL,BGSEE,BGREWARD,BGDIE,BGSTRANGER,BGOTHERRIT,BGPERFC,HIGHGOD.LG,OMNI.LG,LGDIEPUN,MLG,LGR1,LGR2,LGTHINK,LGPERF,LGPERFHO,LGFREQW,LGPUNISH,LGSTEAL,LGSTEALIMP,LGLYING,LGLIEIMP,LGMURDER,LGMURDIMP,LGFEEL,LGSEE,LGREWARD,LGDIE,LGSTRANGER,LGOTHERRIT,LGPERFC,POLEVAL,CORELEMO,INGREMO,OUTGREMO,CORELSIM,BGTHINKH,BGFREQWH,BGSTEALH,BGLYINGH,BGMURDERH,BGREWARDH,LGTHINKH,LGFREQWH,LGSTEALH,LGLYINGH,LGMURDERH,LGREWARDH,POLEVALH,CORELEMOH,INGREMOH,OUTGREMOH,EMOC,EMOI,EMOO,PARTCR1,PARTCR2,PARTDR
362,CERC361,Cohen,Marajo,0,12,1,14,16,30,14,16,30,0,1,34,-3.4,2,0,4,2,4,1,1,1,0,1,0,1,0,1,0.25,0,1,1,1,0,3,0.25,0.25,1,1,4,2,1,0,3,2,3,1,3,1,1,1,1,1,1,1,1,1,1,2.67,0.25,0.25,0,1,4,0,1,NA,1,4,4,0,3,1,1,1,1,1,1,1,1,5,4,3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,0,0,4
363,CERC362,Cohen,Marajo,1,12,1,12,18,30,8,22,30,0,1,36,-1.4,1,3,12,8,4,1,2,1,1,1,1,1,1,1,1.25,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,CERC363,Cohen,Marajo,1,12,1,16,14,30,25,5,30,0,0,53,15.6,1,1,2,3,4,0,-1,0,-1,0,-1,0,-2,0,-1.25,1,1,1,1,0,4,1,1,4,1,4,4,1,4,4,4,4,4,4,1,1,4,1,1,1,1,1,1,1,3,1,1,4,1,4,4,1,4,2,4,3,4,4,1,1,4,1,1,1,1,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,4
365,CERC364,Cohen,Marajo,1,12,1,19,11,30,12,18,30,0,1,25,-12.4,2,1,11,5,4,1,1,1,0,1,0,0,0,0.75,0.25,1,1,1,1,0,2.33,1,1,4,1,4,3,1,4,2,4,2,4,3,1,1,4,1,1,1,1,1,1,1,2,1,1,2,0,NA,0,1,NA,1,4,2,4,3,1,1,4,NA,1,1,1,0,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,0,1,4
366,CERC365,Cohen,Marajo,0,21,0,12,18,30,14,16,30,0,1,34,-3.4,1,2,10,4,4,1,0,1,-1,1,0,0,-1,0.75,-0.5,0,1,1,1,0,2.67,1,1,4,1,4,0,1,4,4,4,0,4,4,1,1,4,1,1,1,0,1,1,1,4,1,1,4,1,3,0,1,0,4,0,4,0,4,1,1,4,1,1,1,0,0,5,5,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,3,4
367,CERC366,Cohen,Marajo,1,21,0,10,20,30,17,13,30,0,0,36,-1.4,2,1,6,2,4,0,0,0,-2,1,-2,1,-2,0.5,-1.5,1,0.75,1,0.5,0,NA,1,1,4,NA,NA,4,0,NA,NA,NA,NA,NA,NA,1,1,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,NA,3,4
368,CERC367,Cohen,Marajo,0,21,0,10,20,30,16,14,30,0,0,25,-12.4,1,0,12,8,4,1,0,1,1,0,-1,0,-1,0.5,-0.25,1,0.75,1,0.5,0,1.33,1,1,4,1,4,4,0,1,1,4,1,4,2,1,1,4,1,1,1,1,1,1,1,2,1,1,4,1,4,4,1,4,2,4,2,4,2,1,1,4,1,1,1,1,0,2,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,1,3,4
369,CERC368,Cohen,Marajo,0,12,1,12,18,30,16,14,30,0,0,25,-12.4,1,0,11,4,4,1,-1,1,1,1,-1,1,0,1,-0.25,1,0.75,1,0.5,0,0,1,1,4,1,4,4,1,4,0,3,0,1,0,1,1,4,0,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,3,NA
370,CERC369,Cohen,Marajo,1,21,0,15,15,30,18,12,30,1,0,45,7.6,5,4,5,3,4,1,0,1,0,1,-1,1,-1,1,-0.5,1,1,1,1,0,2.5,1,1,4,1,4,4,1,NA,2,4,3,só Deus sabe,NA,1,1,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,0,3,4
371,CERC370,Cohen,Marajo,0,12,1,11,19,30,7,23,30,0,0,40,2.6,2,2,11,6,4,1,-1,1,1,1,1,1,1,1,0.5,1,0.75,1,0.5,0,3.67,1,1,4,1,4,4,1,3,4,1,4,4,3,1,1,4,0,1,1,1,0.5,1,0,2,1,1,4,1,4,4,0,0,1,3,3,0,2,1,1,4,0,1,1,1,-2,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,3,4
372,CERC371,Cohen,Marajo,0,21,0,16,14,30,14,16,30,0,0,52,14.6,2,4,NA,3,4,1,0,1,-1,1,0,1,0,1,-0.25,0,0.5,1,0,0,2.67,1,1,4,1,3,4,0,3,3,4,2,1,3,1,1,4,0,1,1,0,0,0,0,3.67,0.5,0.5,4,0,NA,2,0,3,4,4,4,2,3,0,0,2,0,0,0,0,0,1,2,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,3,4
373,CERC372,Cohen,Marajo,1,21,0,16,14,30,18,12,30,0,1,18,-19.4,2,1,8,4,4,1,0,0,-1,0,1,1,1,0.5,0.25,1,1,1,1,0,1,1,1,4,1,2,1,1,0,2,4,1,1,0,1,1,4,1,1,1,1,1,1,1,1.33,0.25,0.25,4,1,1,2,1,3,1,4,3,3,0,1,1,1,1,1,1,1,1,2,4,5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,1,1,4
374,CERC373,Cohen,Marajo,0,12,1,19,11,30,20,10,30,0,1,19,-18.4,1,1,11,7,4,1,1,1,-1,1,-1,1,-2,1,-0.75,1,1,1,1,0,2.33,1,1,4,1,4,4,1,3,2,2,2,3,3,1,1,4,1,1,1,1,0,0,0,1,0,0,2,0,NA,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,3,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,0,3,4
375,CERC374,Cohen,Marajo,1,12,1,20,10,30,19,11,30,0,1,39,1.6,amaziado,4,8,6,4,1,-2,1,0,1,1,1,1,1,0,1,1,1,1,0,3,1,1,4,1,4,4,1,4,3,4,3,4,3,1,1,4,1,1,1,1,1,1,1,2.67,1,1,4,1,2,4,1,4,2,4,3,4,3,1,1,4,1,1,1,1,0,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,4,2,4
376,CERC375,Cohen,Marajo,0,21,0,5,25,30,25,5,30,0,0,45,7.6,1,3,5,2,4,1,2,1,2,1,2,1,2,1,2,1,0.75,1,0.5,0,4,1,1,4,1,3,4,1,NA,4,NA,NA,NA,NA,1,1,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
377,CERC376,Cohen,Marajo,1,21,0,14,16,30,14,16,30,0,1,18,-19.4,1,0,NA,5,4,1,2,0,1,1,2,1,-1,0.75,1,0,1,1,1,0,2,1,1,4,1,4,4,1,4,3,0,1,4,2,1,1,4,1,1,1,0,0.5,1,0,1.67,0,0,4,1,2,0,0,4,1,4,4,0,0,1,1,0,0,0,1,0,-2,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,2,4
378,CERC377,Cohen,Marajo,0,21,0,17,13,30,16,14,30,1,1,19,-18.4,1,0,NA,6,4,0,1,0,1,0,1,1,0,0.25,0.75,1,1,1,1,0,2.33,1,1,4,1,3,4,1,3,2,3,2,4,3,1,1,4,1,1,1,1,0,0,0,NA,0,0,1,0,NA,3,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,2,4,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,0,3,4
379,CERC378,Cohen,Marajo,1,12,1,17,13,30,14,16,30,0,0,20,-17.4,1,NA,7,5,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,3,1,1,4,1,4,4,1,4,3,4,4,4,2,1,1,4,1,1,1,1,1,1,1,3,1,1,4,1,3,4,1,1,4,0,3,0,2,1,1,4,1,1,1,0,-2,4,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,4,4,4
380,CERC379,Cohen,Marajo,0,21,0,14,16,30,15,15,30,0,0,42,4.6,2,4,5,8,4,1,0,1,-1,1,-2,1,0,1,-0.75,1,0.5,1,0,0,2,1,1,4,1,4,4,0,0,1,0,1,0,4,1,1,4,0,1,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,Passou,3,4
381,CERC380,Cohen,Marajo,1,12,1,15,15,30,14,16,30,0,0,17,-20.4,1,0,NA,3,4,1,2,1,-1,1,1,0,-1,0.75,0.25,1,1,1,1,0,3,1,1,4,1,3,4,1,4,3,4,3,4,3,1,1,4,1,1,1,1,1,1,1,2.67,1,1,3,1,3,4,1,4,3,4,2,3,3,1,1,4,1,1,1,0,1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,3,4
382,CERC381,Cohen,Marajo,1,21,0,13,17,30,17,13,30,0,0,28,-9.4,1,0,NA,6,4,1,1,1,1,1,1,1,0,1,0.75,1,1,1,1,0,2.67,1,1,4,1,4,4,1,4,2,4,3,4,3,1,1,4,1,1,1,1,1,1,1,2,1,1,3,1,1,4,1,3,1,2,2,4,3,1,1,4,1,1,1,1,-1,4,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,1,2,3
383,CERC382,Cohen,Marajo,1,21,0,18,12,30,12,18,30,0,1,39,1.6,1,0,3,7,4,1,1,1,-2,1,2,1,2,1,0.75,1,0.75,1,0.5,0,NA,NA,NA,4,1,4,4,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,1,1,0.75,1,0.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,CERC383,Cohen,Marajo,1,21,0,18,12,30,14,16,30,0,1,47,9.6,2,1,11,4,4,1,2,1,2,1,2,1,2,1,2,1,1,1,1,0,0.33,1,1,4,1,4,4,1,0,0,0,1,0,0,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,0,1,1,1,0,1,1,1,4,1,1,1,1,1,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,4
385,CERC384,Cohen,Marajo,1,12,1,12,18,30,14,16,30,0,1,60,22.6,2,8,5,8,4,1,2,1,0,1,2,1,-2,1,0.5,1,0.75,1,0.5,0,2,1,1,4,1,4,4,0,4,1,4,1,4,4,1,1,4,1,1,1,1,1,1,1,3,1,1,4,1,4,4,1,3,3,4,3,3,3,1,1,4,1,1,1,1,0,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,0,0,4
386,CERC385,Cohen,Marajo,1,12,1,16,14,30,17,13,30,0,0,25,-12.4,amaziado,2,11,4,4,1,-1,1,0,1,1,1,1,1,0.25,1,1,1,1,0,4,1,1,4,1,2,4,1,NA,4,4,4,4,4,1,1,4,1,1,1,1,0.75,1,0.5,1,0.75,0.75,0,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,0,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2
387,CERC386,Cohen,Marajo,0,12,1,20,10,30,13,17,30,0,1,21,-16.4,1,0,10,6,4,1,-1,1,-1,1,0,1,0,1,-0.5,0,0.75,1,0.5,0,0,1,1,4,1,4,4,0,0,0,0,0,0,0,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,3
388,CERC387,Cohen,Marajo,0,12,1,16,14,30,14,16,30,0,1,18,-19.4,NA,0,2,7,4,1,1,0,-1,1,2,1,-2,0.75,0,0,1,1,1,0,3,1,1,4,0,NA,3,1,1,4,2,2,0,3,1,1,4,1,1,1,0,1,1,1,2.33,1,1,2,1,3,2,1,1,3,0,1,1,3,1,1,4,1,1,0,1,0,1,5,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,4,3,3
389,CERC388,Cohen,Marajo,1,12,1,12,18,30,12,18,30,0,0,44,6.6,2,9,5,8,4,1,-2,1,-2,1,-2,1,-2,1,-2,1,0.75,1,0.5,0,2,1,1,4,1,4,4,1,NA,1,NA,2,0,3,1,1,4,0,1,1,1,0,0,0,0.67,0.25,0.25,4,0,NA,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,3,4
390,CERC389,Cohen,Marajo,1,21,0,16,14,30,18,12,30,0,0,22,-15.4,2,1,10,5,4,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,2,1,1,4,1,3,4,1,4,2,4,2,4,2,1,1,4,1,1,0,0,0.75,1,0.5,2,1,1,0,0,NA,0,1,4,2,4,2,4,2,1,1,4,0,1,0,0,0,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0
391,CERC390,Cohen,Marajo,1,21,0,12,18,30,14,16,30,0,0,26,-11.4,2,0,10,2,4,1,2,1,2,1,0,0,0,0.75,1,1,1,1,1,0,2.67,1,1,4,1,2,4,1,3,3,4,2,4,3,1,1,4,1,1,0,1,0,0,0,2,1,1,0,0,NA,0,0,2,2,3,3,4,1,0,0,4,0,1,1,1,2,1,2,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,3,4
392,CERC391,Cohen,Marajo,1,21,0,14,16,30,13,17,30,0,0,40,2.6,2,4,10,6,4,1,-1,1,-1,1,-1,1,-1,1,-1,1,0.75,1,0.5,0,0,1,1,4,1,4,4,0,0,0,0,0,0,0,1,1,4,1,1,1,1,0.75,1,0.5,0,0.75,0.75,4,1,4,4,0,0,0,0,0,0,0,1,1,3,1,1,1,1,0,4,5,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,1,3,4
393,CERC392,Cohen,Marajo,0,12,1,17,13,30,13,17,30,0,0,50,12.6,2,3,10,8,4,1,0,1,2,1,2,1,2,1,1.5,1,1,1,1,0,0,1,1,4,1,3,4,1,0,0,1,0,NA,NA,1,1,4,1,1,1,0,0.75,1,0.5,0,1,1,4,1,4,4,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4
394,CERC393,Cohen,Marajo,0,21,0,18,12,30,15,15,30,0,0,55,17.6,2,4,4,2,4,1,1,1,-2,1,0,1,0,1,-0.25,1,1,1,1,0,NA,NA,NA,4,1,4,2,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,0,0.75,1,0.5,2.67,0.75,0.75,4,1,4,4,1,0,4,3,2,2,2,1,1,3,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4
395,CERC394,Cohen,Marajo,1,12,1,18,12,30,13,17,30,0,0,60,22.6,2,8,2,8,4,1,2,1,0,1,0,1,0,1,0.5,1,1,1,1,0,2.33,0,0,4,1,4,4,1,3,3,4,2,3,2,1,1,0,1,1,1,1,0.75,1,0.5,1.67,1,1,4,1,3,3,1,NA,2,3,3,4,0,1,1,4,0,0,1,1,0,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,3,2,4
396,CERC395,Cohen,Marajo,0,21,0,17,13,30,20,10,30,0,0,43,5.6,NA,2,4,3,4,1,0,1,1,1,1,1,2,1,1,1,0.75,1,0.5,0,4,1,1,4,1,4,4,1,4,4,4,4,4,4,1,1,4,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,3,4
397,CERC396,Cohen,Marajo,0,21,0,8,22,30,13,17,30,0,1,40,2.6,1,0,8,6,4,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,3.33,0.25,0.25,4,1,3,3,1,1,3,4,4,1,3,1,1,1,1,1,1,1,1,1,1,3.67,0.25,0.25,4,1,3,3,1,2,3,1,4,4,4,1,1,1,1,1,1,1,-1,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,1,NA,4
398,CERC397,Cohen,Marajo,0,21,0,14,16,30,15,15,30,0,0,26,-11.4,1,3,11,7,4,1,1,1,-1,1,0,1,-1,1,-0.25,1,0.5,1,0,0,0,1,1,4,1,3,4,0,0,0,0,0,0,0,1,1,4,0,1,1,1,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,NA,3,4
399,CERC398,Cohen,Marajo,0,21,0,11,19,30,19,11,30,0,0,34,-3.4,1,5,5,5,4,1,1,1,0,1,0,1,0,1,0.25,1,1,1,1,0,4,1,1,4,1,4,4,1,4,4,4,4,4,4,1,1,4,1,1,1,1,1,1,1,3,1,1,4,1,4,4,1,0,4,4,1,4,4,1,1,4,NA,1,1,1,0,1,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,2,4
400,CERC399,Cohen,Marajo,0,21,0,16,14,30,16,14,30,0,0,38,0.6,1,8,1,8,4,1,0,1,1,1,-1,1,-1,1,-0.25,0,1,1,1,0,4,1,1,4,1,4,4,1,4,4,4,4,4,4,1,1,4,1,1,1,1,0.5,0.5,0.5,4,0,0,0,0,NA,4,1,2,4,4,4,4,4,1,0,0,0,1,0,0,0,3,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,3,NA,NA
401,CERC400,Cohen,Marajo,1,12,1,12,18,30,12,18,30,0,0,28,-9.4,2,2,7,4,4,0,1,1,1,1,0,1,1,0.75,0.75,1,0.5,1,0,0,2.67,1,1,4,1,2,4,0,2,3,0,2,4,3,1,1,4,0,1,1,1,0.5,1,0,2.67,0.25,0.25,4,1,3,4,0,0,4,2,2,3,2,1,1,1,0,1,1,0,2,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,4,4
402,CERC401,Cohen,Marajo,1,12,1,17,13,30,16,14,30,0,0,24,-13.4,2,2,10,4,4,1,1,0,0,0,2,1,-1,0.5,0.5,1,1,1,1,0,3.67,1,1,4,1,4,4,1,4,3,4,4,4,4,1,1,4,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,3,4
403,CERC402,Cohen,Marajo,0,21,0,15,15,30,14,16,30,0,1,24,-13.4,amaziado,1,9,4,4,1,-1,1,2,1,2,1,-2,1,0.25,1,1,1,1,0,2.33,1,1,4,1,3,4,1,2,1,3,3,1,3,1,1,4,1,1,0,1,1,1,1,2,0.75,0.75,4,1,3,3,1,2,1,3,2,1,3,1,1,3,1,1,0,1,0,1,5,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,2,4
404,CERC403,Cohen,Marajo,0,12,1,18,12,30,13,17,30,0,0,23,-14.4,2,1,11,3,4,1,1,1,0,1,-1,1,0,1,0,1,1,1,1,0,4,1,1,3,1,2,3,1,0,4,0,4,4,4,1,1,4,1,1,1,1,1,1,1,3.33,1,1,3,1,3,2,1,4,4,3,2,4,4,1,1,4,1,1,1,1,0,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,3,3
405,CERC404,Cohen,Marajo,0,12,1,17,13,30,6,24,30,0,1,58,20.6,1,14,1,8,4,1,0,1,-1,1,0,1,0,1,-0.25,0,1,1,1,0,2.67,1,1,4,1,4,4,1,4,3,4,1,4,4,1,1,4,1,1,1,1,1,1,1,2.67,1,1,4,1,4,4,1,4,3,4,1,4,4,1,1,4,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,NA,NA
406,CERC405,Cohen,Marajo,0,12,1,18,12,30,17,13,30,0,0,72,34.6,5,6,6,2,4,1,-1,1,-1,1,0,1,-2,1,-1,1,1,1,1,0,2.67,1,1,4,1,4,4,1,4,2,4,3,4,3,1,1,4,1,1,1,1,1,1,1,2.67,1,1,4,1,4,4,1,4,3,4,2,4,3,1,1,4,1,1,1,1,0,5,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,3,4
407,CERC406,Cohen,Marajo,0,21,0,10,20,30,16,14,30,1,1,21,-16.4,2,1,11,2,4,1,1,1,0,1,0,1,0,1,0.25,0,1,1,1,0,1,1,1,2,1,2,3,1,3,1,4,1,2,1,1,1,4,1,1,1,1,1,1,1,4,0.75,0.75,2,1,2,1,1,2,4,4,4,4,4,1,1,3,1,1,1,1,0,2,4,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,3,NA,NA
408,CERC407,Cohen,Marajo,1,21,0,16,14,30,15,15,30,0,1,23,-14.4,1,0,10,5,4,1,0,1,-2,1,0,1,0,1,-0.5,1,0.25,0,0.5,0,3,1,1,0,1,2,3,1,1,4,1,3,2,2,0,0,4,0,1,1,0,0.5,0.5,0.5,2.67,0.5,0.5,0,1,3,2,1,4,3,4,3,1,2,0,1,2,0,1,1,0,-1,2,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,4,3,0
409,CERC408,Cohen,Marajo,1,21,0,20,10,30,16,14,30,0,1,32,-5.4,2,2,12,3,4,1,1,1,1,1,1,0,2,0.75,1.25,1,0.5,1,0,0,0,1,1,4,1,4,4,0,0,0,0,0,0,0,1,1,4,0,1,1,1,0,NA,0,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,3,4
410,CERC409,Cohen,Marajo,0,12,1,16,14,30,12,18,30,1,1,27,-10.4,1,3,15,4,4,1,2,1,1,1,0,1,0,1,0.75,1,0.75,1,0.5,0,3.33,1,1,4,1,3,3,1,NA,4,4,3,4,3,1,1,4,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,NA,3,4
411,CERC410,Cohen,Marajo,0,21,0,11,19,30,20,10,30,0,1,29,-8.4,NA,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.67,1,1,4,1,4,1,1,0,1,0,2,0,2,1,1,4,1,1,1,1,1,1,1,2,1,1,4,1,4,4,1,3,2,3,2,3,2,1,1,4,1,1,1,1,0,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,1,4
